timestamp,open,high,low,close,volume
2024-04-01 15:00:00,521.81,522.32,521.7,522.035,15078
2024-04-01 15:15:00,522.02,522.18,521.745,521.89,21884
2024-04-01 15:30:00,521.9,522.18,521.67,522.125,31648
2024-04-01 15:45:00,522.135,522.78,521.8,522.21,107613
2024-04-01 16:00:00,522.21,522.28,522.14,522.17,6254
2024-04-02 09:30:00,518.13,518.445,517.16,517.46,65950
2024-04-02 09:45:00,517.445,517.47,516.88,517.47,54895
2024-04-02 10:00:00,517.62,518.0,516.51,516.59,39393
2024-04-02 10:15:00,516.78,517.55,516.53,517.17,42290
2024-04-02 10:30:00,517.14,517.62,517.0,517.415,15289
2024-04-02 10:45:00,517.425,517.54,516.8,516.95,17702
2024-04-02 11:00:00,516.94,517.61,516.94,517.61,17417
2024-04-02 11:15:00,517.64,517.81,517.5,517.6,13219
2024-04-02 11:30:00,517.625,517.865,517.395,517.41,28021
2024-04-02 11:45:00,517.43,517.43,516.99,517.11,22621
2024-04-02 12:00:00,517.115,517.26,516.94,516.975,16255
2024-04-02 12:15:00,516.97,517.445,516.91,517.445,23143
2024-04-02 12:30:00,517.43,517.65,517.31,517.44,15548
2024-04-02 12:45:00,517.46,518.0,517.46,517.965,17312
2024-04-02 13:00:00,518.0,518.12,517.685,517.69,23086
2024-04-02 13:15:00,517.67,517.795,517.48,517.675,13347
2024-04-02 13:30:00,517.56,517.715,517.35,517.57,17178
2024-04-02 13:45:00,517.555,517.895,517.555,517.74,24859
2024-04-02 14:00:00,517.76,517.98,517.685,517.85,14478
2024-04-02 14:15:00,517.89,518.105,517.84,517.97,18381
2024-04-02 14:30:00,517.9,518.12,517.8,518.01,14822
2024-04-02 14:45:00,517.94,517.995,517.665,517.775,13258
2024-04-02 15:00:00,517.765,518.56,517.745,518.03,21989
2024-04-02 15:15:00,517.98,518.525,517.87,518.41,20292
2024-04-02 15:30:00,518.47,518.85,518.3,518.72,59747
2024-04-02 15:45:00,518.66,518.965,518.55,518.9,168928
2024-04-02 16:00:00,518.82,519.02,518.82,519.0,11322
2024-04-03 09:30:00,517.705,518.56,517.67,518.33,25702
2024-04-03 09:45:00,518.39,518.64,518.24,518.38,30736
2024-04-03 10:00:00,518.74,520.285,518.74,520.22,47571
2024-04-03 10:15:00,520.33,520.63,520.11,520.4,22074
2024-04-03 10:30:00,520.42,520.66,520.285,520.465,24182
2024-04-03 10:45:00,520.505,520.84,520.4,520.695,24805
2024-04-03 11:00:00,520.74,520.92,520.63,520.87,14961
2024-04-03 11:15:00,520.87,520.935,520.645,520.81,16083
2024-04-03 11:30:00,520.85,520.905,520.7,520.84,10508
2024-04-03 11:45:00,520.665,520.71,520.12,520.22,14746
2024-04-03 12:00:00,520.165,520.165,519.755,520.1,17695
2024-04-03 12:15:00,520.045,520.645,519.9,520.645,30434
2024-04-03 12:30:00,520.66,520.83,519.48,520.29,24800
2024-04-03 12:45:00,520.34,520.69,520.165,520.345,13011
2024-04-03 13:00:00,520.34,520.595,520.32,520.5,8962
2024-04-03 13:15:00,520.495,520.66,520.37,520.6,13310
2024-04-03 13:30:00,520.59,520.63,520.405,520.53,11943
2024-04-03 13:45:00,520.5,520.755,520.48,520.56,10715
2024-04-03 14:00:00,520.555,520.795,520.445,520.545,18685
2024-04-03 14:15:00,520.575,520.595,520.19,520.225,16935
2024-04-03 14:30:00,520.205,520.41,519.995,520.255,18561
2024-04-03 14:45:00,520.265,520.265,519.88,519.975,21760
2024-04-03 15:00:00,519.75,520.02,518.6,518.695,27087
2024-04-03 15:15:00,518.53,518.81,517.83,518.545,37129
2024-04-03 15:30:00,518.38,519.46,518.36,519.405,28261
2024-04-03 15:45:00,519.39,519.76,519.065,519.54,101945
2024-04-03 16:00:00,519.71,519.79,519.71,519.79,1200
2024-04-04 09:30:00,523.63,523.65,523.02,523.17,50335
2024-04-04 09:45:00,523.255,523.255,522.61,522.83,27212
2024-04-04 10:00:00,522.88,523.035,522.75,522.845,29594
2024-04-04 10:15:00,522.95,522.995,522.48,522.92,15519
2024-04-04 10:30:00,522.905,522.955,522.62,522.95,14730
2024-04-04 10:45:00,522.935,522.955,522.685,522.725,13978
2024-04-04 11:00:00,522.785,522.86,522.465,522.51,12762
2024-04-04 11:15:00,522.525,522.74,522.425,522.74,15961
2024-04-04 11:30:00,522.79,523.08,522.695,523.01,29445
2024-04-04 11:45:00,523.075,523.29,522.99,523.26,17584
2024-04-04 12:00:00,523.26,523.85,523.22,523.57,30212
2024-04-04 12:15:00,523.61,523.61,523.41,523.535,10011
2024-04-04 12:30:00,523.465,523.535,523.43,523.49,11847
2024-04-04 12:45:00,523.47,523.62,523.305,523.34,9356
2024-04-04 13:00:00,523.385,523.42,523.22,523.35,13913
2024-04-04 13:15:00,523.34,523.355,523.165,523.165,9584
2024-04-04 13:30:00,523.18,523.18,522.59,522.64,21990
2024-04-04 13:45:00,522.6,522.665,521.76,521.825,18230
2024-04-04 14:00:00,521.83,521.83,519.79,519.795,37424
2024-04-04 14:15:00,519.735,519.77,517.91,518.04,54432
2024-04-04 14:30:00,517.75,517.98,516.16,516.21,97498
2024-04-04 14:45:00,516.24,517.21,515.52,515.865,61424
2024-04-04 15:00:00,515.51,516.03,514.915,515.46,50627
2024-04-04 15:15:00,515.455,515.455,513.695,513.74,59968
2024-04-04 15:30:00,513.755,514.2,512.76,513.35,69348
2024-04-04 15:45:00,513.365,514.35,512.92,513.12,254790
2024-04-05 09:30:00,514.07,515.52,514.05,515.32,34100
2024-04-05 09:45:00,515.25,516.35,515.06,515.92,28331
2024-04-05 10:00:00,515.95,516.43,515.065,516.02,23774
2024-04-05 10:15:00,516.24,516.24,514.93,515.44,22442
2024-04-05 10:30:00,515.47,516.32,515.235,516.265,22200
2024-04-05 10:45:00,516.195,518.05,516.18,518.05,26115
2024-04-05 11:00:00,518.05,518.07,517.12,517.145,37604
2024-04-05 11:15:00,517.04,517.79,516.515,517.79,22360
2024-04-05 11:30:00,517.78,518.95,517.61,518.81,30115
2024-04-05 11:45:00,518.9,519.71,518.8,519.42,26981
2024-04-05 12:00:00,519.485,519.82,519.21,519.675,23386
2024-04-05 12:15:00,519.69,520.0,519.485,519.61,35216
2024-04-05 12:30:00,519.64,519.84,519.14,519.51,15618
2024-04-05 12:45:00,519.62,520.41,519.39,520.345,19532
2024-04-05 13:00:00,520.37,520.37,518.75,518.82,16798
2024-04-05 13:15:00,518.875,519.33,518.81,519.23,18955
2024-04-05 13:30:00,519.27,519.57,518.58,518.88,8050
2024-04-05 13:45:00,518.925,518.93,517.465,517.745,18742
2024-04-05 14:00:00,517.795,518.98,516.99,518.55,21439
2024-04-05 14:15:00,518.64,519.25,517.875,517.875,49128
2024-04-05 14:30:00,518.09,518.68,517.825,518.16,53668
2024-04-05 14:45:00,518.2,518.2,517.25,517.89,56918
2024-04-05 15:00:00,517.85,518.39,517.74,518.24,69991
2024-04-05 15:15:00,518.35,518.35,517.91,518.18,18532
2024-04-05 15:30:00,518.15,519.015,518.02,518.28,40662
2024-04-05 15:45:00,518.18,519.265,518.15,518.54,113642
2024-04-08 09:30:00,519.24,519.345,518.085,518.68,19263
2024-04-08 09:45:00,518.7,519.05,518.47,518.785,22268
2024-04-08 10:00:00,518.77,518.86,518.22,518.74,12920
2024-04-08 10:15:00,518.79,519.53,518.525,519.53,19645
2024-04-08 10:30:00,519.5,520.1,519.5,519.72,22386
2024-04-08 10:45:00,519.76,520.14,519.735,519.96,15148
2024-04-08 11:00:00,520.03,520.07,519.46,519.71,14397
2024-04-08 11:15:00,519.79,519.88,519.415,519.52,19243
2024-04-08 11:30:00,519.295,519.41,518.625,519.055,16330
2024-04-08 11:45:00,518.69,518.86,518.41,518.74,14991
2024-04-08 12:00:00,518.7,518.76,518.1,518.26,10316
2024-04-08 12:15:00,518.275,518.62,517.95,518.56,17462
2024-04-08 12:30:00,518.54,519.12,518.54,519.09,17735
2024-04-08 12:45:00,519.08,519.4,518.925,519.37,12209
2024-04-08 13:00:00,519.44,519.455,518.99,519.05,20767
2024-04-08 13:15:00,519.09,519.16,518.82,519.16,17963
2024-04-08 13:30:00,519.28,519.28,518.78,518.945,13132
2024-04-08 13:45:00,518.89,519.38,518.68,519.28,10543
2024-04-08 14:00:00,519.37,519.45,518.995,519.29,14149
2024-04-08 14:15:00,519.34,519.435,519.01,519.18,8259
2024-04-08 14:30:00,519.175,519.175,518.81,518.87,8900
2024-04-08 14:45:00,518.89,519.18,518.7,519.17,9075
2024-04-08 15:00:00,519.31,519.31,518.77,519.12,12217
2024-04-08 15:15:00,519.115,519.25,518.89,519.25,9644
2024-04-08 15:30:00,519.225,519.69,518.57,518.615,23844
2024-04-08 15:45:00,518.65,518.93,518.26,518.65,83693
2024-04-08 16:00:00,518.88,518.96,518.87,518.96,8412
2024-04-09 09:30:00,520.555,520.675,519.79,519.87,38527
2024-04-09 09:45:00,519.97,519.99,518.795,518.995,16965
2024-04-09 10:00:00,518.93,519.155,518.685,519.025,19061
2024-04-09 10:15:00,519.1,519.245,517.5,517.595,19534
2024-04-09 10:30:00,517.54,517.54,514.58,514.96,49220
2024-04-09 10:45:00,514.995,515.55,514.355,515.55,121469
2024-04-09 11:00:00,515.415,516.065,515.25,515.655,20839
2024-04-09 11:15:00,515.855,516.505,515.855,515.855,15754
2024-04-09 11:30:00,516.075,516.85,515.75,516.77,13768
2024-04-09 11:45:00,516.63,517.125,516.6,516.89,17335
2024-04-09 12:00:00,516.98,517.64,516.805,517.45,22509
2024-04-09 12:15:00,517.415,517.515,517.24,517.315,10634
2024-04-09 12:30:00,517.325,517.695,517.325,517.48,6671
2024-04-09 12:45:00,517.34,517.465,516.575,516.795,15689
2024-04-09 13:00:00,516.74,517.465,516.68,517.28,29149
2024-04-09 13:15:00,517.28,517.63,517.0,517.16,17300
2024-04-09 13:30:00,517.22,517.57,516.96,516.96,8151
2024-04-09 13:45:00,517.03,517.115,516.765,516.795,21360
2024-04-09 14:00:00,516.465,517.045,516.29,516.84,16680
2024-04-09 14:15:00,516.84,517.24,516.76,516.76,12080
2024-04-09 14:30:00,516.68,516.85,516.38,516.45,22233
2024-04-09 14:45:00,516.36,516.815,516.29,516.52,14771
